"Super Category","Parent Category","Category Name","Category Code"
"Human Foods","PICKLES","All Other Pickles","280199"
"Human Foods","*** PICKLES & RELISHES ***","RELISHES","280300"
"Human Foods","RELISHES","Sweet Relish","280301"
"Human Foods","RELISHES","Hot Dog Relish","280304"
"Human Foods","RELISHES","Hamburger Relishes","280305"
"Human Foods","RELISHES","India Relishes","280306"
"Human Foods","RELISHES","Piccalilli Relishes","280307"
"Human Foods","RELISHES","Corn Relishes","280308"
"Human Foods","RELISHES","All Other Relishes","280399"
"Human Foods","*** PICKLES & RELISHES ***","PEPPERS","280400"
"Human Foods","PEPPERS","Mexican Chiles & Peppers","280401"
"Human Foods","PEPPERS","Pepperoncini Peppers","280402"
"Human Foods","PEPPERS","Giardinera Peppers","280403"
"Human Foods","PEPPERS","All Other Greek/Italian Peppers","280405"
"Human Foods","PEPPERS","Pimento Peppers","280406"
"Human Foods","PEPPERS","Jalapeno Peppers","280407"
"Human Foods","PEPPERS","Banana Peppers","280408"
"Human Foods","PEPPERS","Cherry Peppers","280409"
"Human Foods","PEPPERS","Other Peppers","280499"
"Human Foods","*** PICKLES & RELISHES ***","RIPE OLIVES","280500"
"Human Foods","RIPE OLIVES","Black Ripe Olives","280501"
"Human Foods","RIPE OLIVES","Green Ripe Olives","280502"
"Human Foods","RIPE OLIVES","Italian Olives","280503"
"Human Foods","RIPE OLIVES","Greek Olives","280504"
"Human Foods","RIPE OLIVES","All Other Ripe Olives","280599"
"Human Foods","*** PICKLES & RELISHES ***","SPANISH OLIVES","280600"
"Human Foods","SPANISH OLIVES","Whole Spanish Olives","280601"
"Human Foods","SPANISH OLIVES","Pitted Spanish Olives","280602"
"Human Foods","SPANISH OLIVES","Salad Spanish Olives","280603"
"Human Foods","SPANISH OLIVES","Stuffed Spanish Olives","280604"
"Human Foods","SPANISH OLIVES","Sliced Spanish Olives","280605"
"Human Foods","SPANISH OLIVES","All Other Spanish Olives","280699"
"Human Foods","*** PICKLES & RELISHES ***","APPETIZER RELISHES & ONIONS","289900"
"Human Foods","APPETIZER RELISHES & ONIONS","Appetizer Relishes & Onions","289901"
"Human Foods","Human Foods","*** PREPARED FOODS ***","290000"
"Human Foods","*** PREPARED FOODS ***","BEANS- PORK & BEANS","290100"
"Human Foods","BEANS- PORK & BEANS","Regular Pork & Beans","290101"
"Human Foods","BEANS- PORK & BEANS","Vegetarian Canned Beans","290102"
"Human Foods","*** DIET FOODS ***","DIET DESSERTS","110600"
"Human Foods","DIET DESSERTS","Diet Gelatin","110601"
"Human Foods","DIET DESSERTS","Diet Pudding","110602"
"Human Foods","DIET DESSERTS","Diet Cookies & Wafers","110603"
"Human Foods","DIET DESSERTS","Diet Whipped Toppings","110605"
"Human Foods","DIET DESSERTS","Other Diet Desserts","110699"
"Human Foods","*** DIET FOODS ***","DIET JAMS- JELLIES & SPREADS","110700"
"Human Foods","DIET JAMS- JELLIES & SPREADS","Diet Jams Jellies and Spreads","110701"
"Human Foods","*** DIET FOODS ***","MEASURED DIET MEALS","110800"
"Human Foods","MEASURED DIET MEALS","Measured Diet Meal Liquid","110801"
"Human Foods","MEASURED DIET MEALS","Measured Diet Meal Powder","110803"
"Human Foods","MEASURED DIET MEALS","Measured Diet Meal Bars","110805"
"Human Foods","MEASURED DIET MEALS","All Other Measured Diet Meals","110899"
"Human Foods","*** DIET FOODS ***","MISCELLANEOUS DIET FOOD","119900"
"Human Foods","MISCELLANEOUS DIET FOOD","Diet Soup","119901"
"Human Foods","MISCELLANEOUS DIET FOOD","Diet Chocolate Syrup","119902"
"Human Foods","MISCELLANEOUS DIET FOOD","Diet Catsup","119903"
"Human Foods","MISCELLANEOUS DIET FOOD","Diet Pancake Mixes","119904"
"Human Foods","MISCELLANEOUS DIET FOOD","Diet Egg Substitutes","119905"
"Human Foods","MISCELLANEOUS DIET FOOD","Diet Supplement","119906"
"Human Foods","MISCELLANEOUS DIET FOOD","Diet Snack Bar","119907"
"Human Foods","MISCELLANEOUS DIET FOOD","All Other Miscellaneous Diet Food","119999"
"Human Foods","Human Foods","*** FISH-CANNED/POUCH ***","120000"
"Human Foods","*** FISH-CANNED/POUCH ***","CANNED/POUCH SALMON","120200"
"Human Foods","CANNED/POUCH SALMON","Pink Canned/Pouch Salmon","120201"
"Human Foods","CANNED/POUCH SALMON","Red/Blueback/Sockeye Canned/Pouch Salmon","120202"
"Human Foods","CANNED/POUCH SALMON","Chum/Keta Canned/Pouch Salmon","120203"
"Human Foods","CANNED/POUCH SALMON","Chinook/King Canned/Pouch Salmon","120204"
"Human Foods","CANNED/POUCH SALMON","Cho/Silver/Medium Red Canned/Pouch Salmon","120205"
"Human Foods","CANNED/POUCH SALMON","Salmon Steaks","120206"
"Human Foods","CANNED/POUCH SALMON","All Other Canned/Pouch Salmon","120299"
"Human Foods","*** FISH-CANNED/POUCH ***","CANNED/POUCH SARDINES","120300"
"Human Foods","CANNED/POUCH SARDINES","Sild Canned/Pouch Sardines","120301"
"Human Foods","CANNED/POUCH SARDINES","Brisling Canned/Pouch Sardines","120302"
"Human Foods","CANNED/POUCH SARDINES","Maine Canned/Pouch Sardines","120303"
"Human Foods","CANNED/POUCH SARDINES","Skinless & Boneless Canned/Pouch Sardines","120304"
"Human Foods","CANNED/POUCH SARDINES","Misc. Imported Canned/Pouch Sardines","120305"
"Human Foods","CANNED/POUCH SARDINES","Chunk Light/Flaked Pilcards Canned/Pouch Sardines","120306"
"Human Foods","CANNED/POUCH SARDINES","All Other Canned/Pouch Sardines","120399"
"Human Foods","*** FISH-CANNED/POUCH ***","CANNED/POUCH SHRIMP","120400"
"Human Foods","CANNED/POUCH SHRIMP","Regular Shrimp","120401"
"Human Foods","*** FISH-CANNED/POUCH ***","CANNED/POUCH TUNA","120500"
"Human Foods","CANNED/POUCH TUNA","Light Tuna Oil","120501"
"Human Foods","CANNED/POUCH TUNA","Light Tuna Oil L/S","120502"
"Human Foods","CANNED/POUCH TUNA","Light Tuna Water","120503"
"Human Foods","CANNED/POUCH TUNA","Light Tuna Water L/S","120504"
"Human Foods","CANNED/POUCH TUNA","White Tuna Oil","120505"
"Human Foods","CANNED/POUCH TUNA","White Tuna Water","120507"
"Human Foods","CANNED/POUCH TUNA","White Tuna Water L/S","120508"
"Human Foods","CANNED/POUCH TUNA","White Tuna Health Diet","120509"
"Human Foods","CANNED/POUCH TUNA","Light Tuna Health Diet","120510"
"Human Foods","CANNED/POUCH TUNA","Tuna Steaks","120511"
"Human Foods","CANNED/POUCH TUNA","All Other Canned/Pouch Tuna","120599"
"Human Foods","*** FISH-CANNED/POUCH ***","MISCELLANEOUS CANNED/POUCH FISH","129900"
"Human Foods","MISCELLANEOUS CANNED/POUCH FISH","Canned/Pouch Oysters","129901"
"Human Foods","MISCELLANEOUS CANNED/POUCH FISH","Canned/Pouch Crabmeat","129902"
"Human Foods","MISCELLANEOUS CANNED/POUCH FISH","Canned/Pouch Clams","129903"
"Human Foods","MISCELLANEOUS CANNED/POUCH FISH","Canned/Pouch Codfish Cakes","129904"
"Human Foods","MISCELLANEOUS CANNED/POUCH FISH","Canned/Pouch Herring","129905"
"Human Foods","MISCELLANEOUS CANNED/POUCH FISH","Canned/Pouch Lobster","129906"
"Human Foods","MISCELLANEOUS CANNED/POUCH FISH","Canned/Pouch Mackerel","129907"
"Human Foods","MISCELLANEOUS CANNED/POUCH FISH","Canned/Pouch Anchovies","129908"
"Human Foods","MISCELLANEOUS CANNED/POUCH FISH","Canned/Pouch Mussels","129909"
"Human Foods","MISCELLANEOUS CANNED/POUCH FISH","Canned/Pouch Octopus","129910"
"Human Foods","BEANS- PORK & BEANS","New England Style Beans","290103"
"Human Foods","BEANS- PORK & BEANS","Barbecue Beans","290104"
"Human Foods","BEANS- PORK & BEANS","Beans with Meat","290105"
"Human Foods","*** PREPARED FOODS ***","CANNED CHILI","290200"
"Human Foods","CANNED CHILI","Canned Chili with Beans","290202"
"Human Foods","CANNED CHILI","Canned Chili no Beans","290203"
"Human Foods","CANNED CHILI","All Other Canned Chili","290299"
"Human Foods","*** PREPARED FOODS ***","PASTA DISHES - CANNED","290300"
"Human Foods","PASTA DISHES - CANNED","Canned Spaghetti","290301"
"Human Foods","PASTA DISHES - CANNED","Canned Macaroni","290302"
"Human Foods","PASTA DISHES - CANNED","Canned Noodles","290304"
"Human Foods","PASTA DISHES - CANNED","Canned Ravioli","290305"
"Human Foods","PASTA DISHES - CANNED","All Other Canned Pasta","290399"
"Human Foods","*** PREPARED FOODS ***","DRY PACKAGED DINNERS","290400"
"Human Foods","DRY PACKAGED DINNERS","Meatless-with Macaroni - Dry Packaged Dinners","290401"
"Human Foods","DRY PACKAGED DINNERS","Meatless-with Noodles - Dry Packaged Dinners","290402"
"Human Foods","DRY PACKAGED DINNERS","Meatless-with Spaghetti - Dry Packaged Dinners","290403"
"Human Foods","DRY PACKAGED DINNERS","Meatless-with Rice - Dry Packaged Dinners","290404"
"Human Foods","DRY PACKAGED DINNERS","Meatless-All Other - Dry Packaged Dinners","290405"
"Human Foods","DRY PACKAGED DINNERS","Meat &/or Meat Sauce-w/Macaroni - Dry Pkg Dinner","290406"
"Human Foods","DRY PACKAGED DINNERS","Meat &/or Meat Sauce-w/Noodles - Dry Pkg Dinner","290407"
"Human Foods","DRY PACKAGED DINNERS","Meat &/or Meat Sauce-w/Spaghetti - Dry Pkg Dinner","290408"
"Human Foods","DRY PACKAGED DINNERS","Meat &/or Meat Sauce-w/Rice - Dry Packaged Dinner","290409"
"Human Foods","DRY PACKAGED DINNERS","Meat &/or Meat Sauce-All Other - Dry Pkg Dinner","290410"
"Human Foods","DRY PACKAGED DINNERS","Add Meat-Dry Packaged Dinner","290413"
"Human Foods","DRY PACKAGED DINNERS","Instant Lunch - Dry Packaged","290416"
"Human Foods","DRY PACKAGED DINNERS","Pasta/Macaroni Salad - Dry Packaged","290417"
"Human Foods","DRY PACKAGED DINNERS","Instant Lunch Potato Salad - Dry Packaged","290418"
"Human Foods","DRY PACKAGED DINNERS","All Other Salads - Dry Packaged","290419"
"Human Foods","DRY PACKAGED DINNERS","All Other dry packaged dinners","290499"
"Human Foods","*** PREPARED FOODS ***","PIZZA PRODUCTS","290500"
"Human Foods","PIZZA PRODUCTS","Pizza Kits-Single Crust","290501"
"Human Foods","PIZZA PRODUCTS","Pizza Kits-Multi Crust","290502"
"Human Foods","PIZZA PRODUCTS","Pizza Crusts","290503"
"Human Foods","PIZZA PRODUCTS","Pizza Cheese and Pepperoni Slices","290504"
"Human Foods","*** PREPARED FOODS ***","ORIENTAL FOOD","290600"
"Human Foods","ORIENTAL FOOD","Oriental Bi-Pack 42-43 oz.","290601"
"Human Foods","ORIENTAL FOOD","Oriental Bi-Pack 24 oz.","290602"
"Human Foods","ORIENTAL FOOD","Canned Chow Mein Noodles","290603"
"Human Foods","ORIENTAL FOOD","Soy Sauce","290604"
"Human Foods","ORIENTAL FOOD","Canned Fried Rice","290605"
"Human Foods","ORIENTAL FOOD","Can Oriental Vegetable Ingredients","290606"
"Human Foods","ORIENTAL FOOD","Can Oriental Entrees","290607"
"Human Foods","ORIENTAL FOOD","Oriental Noodles","290608"
"Human Foods","ORIENTAL FOOD","Teriyaki and Other Sauces","290609"
"Human Foods","ORIENTAL FOOD","Other Canned Oriental Food","290699"
"Human Foods","*** PREPARED FOODS ***","MEXICAN FOOD","290700"
"Human Foods","MEXICAN FOOD","Canned Mexican Sauces","290701"
"Human Foods","MEXICAN FOOD","Mexican Food Kits","290702"
"Human Foods","MEXICAN FOOD","Canned Tortillas","290703"
"Human Foods","MEXICAN FOOD","Dry Taco Shells","290704"
"Human Foods","MEXICAN FOOD","Canned Mexican Dinners/Entrees","290705"
"Human Foods","MEXICAN FOOD","Canned Mexican Dip Mix","290706"
"Human Foods","MEXICAN FOOD","Canned Refried Beans","290707"
"Human Foods","MEXICAN FOOD","Canned Mexican Vegetables","290708"
"Human Foods","MEXICAN FOOD","Tamales","290709"
"Human Foods","MEXICAN FOOD","Fillings - Mexican Food","290710"
"Human Foods","MEXICAN FOOD","Line of Mexican Foods","290711"
"Human Foods","MEXICAN FOOD","All Other mexican food","290799"
"Human Foods","*** PREPARED FOODS ***","INSTANT POTATOES","290900"
"Human Foods","INSTANT POTATOES","Mashed Potatoes","290901"
"Human Foods","INSTANT POTATOES","Specialty Potatoes","290907"
"Human Foods","INSTANT POTATOES","All Other instant potatoes","290999"
"Human Foods","*** PREPARED FOODS ***","CANNED BREAD","291000"
"Human Foods","CANNED BREAD","Canned Bread","291001"
"Human Foods","*** PREPARED FOODS ***","CANNED PREPARED SALADS","291100"
"Human Foods","CANNED PREPARED SALADS","Canned Potato Salad","291101"
"Human Foods","CANNED PREPARED SALADS","Canned Bean Salad","291102"
"Human Foods","CANNED PREPARED SALADS","All Other Canned Salads","291103"
"Human Foods","CANNED PREPARED SALADS","All Other canned prepared salads","291199"
"Human Foods","*** PREPARED FOODS ***","MISCELLANEOUS PREPARED FOODS","299900"
"Human Foods","MISCELLANEOUS PREPARED FOODS","Prepared Canned Meals","299901"
"Human Foods","MISCELLANEOUS PREPARED FOODS","Shelf Stable Meals","299902"
"Human Foods","MISCELLANEOUS PREPARED FOODS","Stuffed Peppers & Cabbage","299906"
"Human Foods","MISCELLANEOUS PREPARED FOODS","Meat Additives","299907"
"Human Foods","MISCELLANEOUS PREPARED FOODS","Fish Additives","299908"
"Human Foods","MISCELLANEOUS PREPARED FOODS","Grain Side Dish","299909"
"Human Foods","MISCELLANEOUS PREPARED FOODS","Line of Prepared Foods","299910"
"Human Foods","MISCELLANEOUS PREPARED FOODS","All Other Miscellaneous Prepared Foods","299999"
"Human Foods","Human Foods","*** SALAD DRESSINGS & MAYONNAISE ***","300000"
"Human Foods","*** SALAD DRESSINGS & MAYONNAISE ***","MAYONNAISE","300100"
"Human Foods","MAYONNAISE","Regular Mayonnaise","300101"
"Human Foods","MAYONNAISE","Lo-Cal/Imitation Mayonnaise","300102"
"Human Foods","MAYONNAISE","All Other Mayonnaise","300103"
"Human Foods","MAYONNAISE","Flavored Mayonnaise","300104"
"Human Foods","MAYONNAISE","All Other mayonnaise","300199"
"Human Foods","*** SALAD DRESSINGS & MAYONNAISE ***","SANDWICH SPREADS","300300"
"Human Foods","SANDWICH SPREADS","Sandwich Spreads","300301"
"Human Foods","SANDWICH SPREADS","All Other sandwich spreads","300399"
"Human Foods","*** SALAD DRESSINGS & MAYONNAISE ***","SALAD DRESSING - SPOONABLE","300400"
"Human Foods","SALAD DRESSING - SPOONABLE","Regular Spoonable Salad Dressing","300401"
"Human Foods","SALAD DRESSING - SPOONABLE","Lo-Cal Spoonable Salad Dressing","300402"
"Human Foods","SALAD DRESSING - SPOONABLE","Mix Kit Spoonable Salad Dressing","300403"
"Human Foods","SALAD DRESSING - SPOONABLE","All Other salad dressing - spoonable","300499"
"Human Foods","*** SALAD DRESSINGS & MAYONNAISE ***","SALAD DRESSINGS - POURABLE","300500"
"Human Foods","SALAD DRESSINGS - POURABLE","Salad Dressing-Pourable","300501"
"Human Foods","SALAD DRESSINGS - POURABLE","Salad Dressing-Dry Mix Kits/Refills","300502"
"Human Foods","SALAD DRESSINGS - POURABLE","Salad Dressing-Pourable Oil Free","300504"
"Human Foods","SALAD DRESSINGS - POURABLE","All Other salad dressings - pourable","300599"
"Human Foods","*** SALAD DRESSINGS & MAYONNAISE ***","SALAD SPRITZER/SPRAY","300600"
"Human Foods","SALAD SPRITZER/SPRAY","Salad Spritzer/Spray","300601"
"Human Foods","Human Foods","*** SALT & SEASONING & SPICES***","310000"
"Human Foods","*** SALT & SEASONING & SPICES***","SPICES & SEASONINGS","310100"
"Human Foods","SPICES & SEASONINGS","Bacon Flavored Flavoring","310101"
"Human Foods","SPICES & SEASONINGS","Chili Powder","310102"
"Human Foods","SPICES & SEASONINGS","Cinnamon & Sugar","310107"
"Human Foods","SPICES & SEASONINGS","Seasoned Salt","310108"
"Human Foods","SPICES & SEASONINGS","Celery Salt","310109"
"Human Foods","SPICES & SEASONINGS","Garlic Salt","310110"
"Human Foods","SPICES & SEASONINGS","Onion Salt","310111"
"Human Foods","SPICES & SEASONINGS","Buttered Flavored Salt","310112"
"Human Foods","SPICES & SEASONINGS","Seasoned Pepper","310113"
"Human Foods","SPICES & SEASONINGS","Onion Products","310114"
"Human Foods","SPICES & SEASONINGS","Blended Type Seasonings","310116"
"Human Foods","SPICES & SEASONINGS","Flavored Popcorn Salt","310117"
"Human Foods","SPICES & SEASONINGS","Garlic Powder/Spreads/All Other","310118"
"Human Foods","SPICES & SEASONINGS","Other Flavored Salt","310121"
"Human Foods","SPICES & SEASONINGS","Pickling Products","310122"
"Human Foods","SPICES & SEASONINGS","Other Single Spices","310199"
"Human Foods","*** SALT & SEASONING & SPICES***","SALT","310200"
"Human Foods","SALT","Iodized Salt 26 oz.","310201"
"Human Foods","SALT","Plain Salt 26 oz.","310202"
"Human Foods","SALT","Other Size Iodized Salt","310203"
"Human Foods","SALT","Other Size Plain Salt","310204"
"Human Foods","SALT","Salt Shakers","310205"
"Human Foods","SALT","Salt/Pepper Shakers","310206"
"Human Foods","SALT","Salt/Pepper Miniatures","310208"
"Human Foods","SALT","Salt Miniatures","310207"
"Human Foods","MISCELLANEOUS CANNED/POUCH FISH","Canned/Pouch Squid/Calamari","129911"
"Human Foods","MISCELLANEOUS CANNED/POUCH FISH","Other Canned/Pouch Seafood","129999"
"Human Foods","Human Foods","*** FLOUR ***","130000"
"Human Foods","*** FLOUR ***","CORN MEAL","130200"
"Human Foods","CORN MEAL","Regular White Corn Meal","130201"
"Human Foods","CORN MEAL","Regular Yellow Corn Meal","130202"
"Human Foods","CORN MEAL","Self-Rising White Corn Meal","130203"
"Human Foods","CORN MEAL","Self-Rising Yellow Corn Meal","130204"
"Human Foods","CORN MEAL","Corn Meal Mix - White","130205"
"Human Foods","CORN MEAL","Corn Meal Mix - Yellow","130206"
"Human Foods","CORN MEAL","Corn Meal Other (Masa Harina)","130299"
"Human Foods","*** FLOUR ***","CAKE FLOUR (VELVET)","130300"
"Human Foods","CAKE FLOUR (VELVET)","Cake Flour","130301"
"Human Foods","*** FLOUR ***","DARK FLOUR","130400"
"Human Foods","DARK FLOUR","Whole Wheat Flour","130401"
"Human Foods","DARK FLOUR","Other Wheat Flour","130402"
"Human Foods","DARK FLOUR","Rye Flour","130403"
"Human Foods","DARK FLOUR","All Other Dark Flour","130499"
"Human Foods","*** FLOUR ***","HOMINY GRITS","130500"
"Human Foods","HOMINY GRITS","Regular Hominy Grits","130501"
"Human Foods","HOMINY GRITS","Quick Hominy Grits","130502"
"Human Foods","HOMINY GRITS","Instant Hominy Grits","130503"
"Human Foods","*** FLOUR ***","FAMILY FLOUR","130600"
"Human Foods","FAMILY FLOUR","Regular Family Flour","130601"
"Human Foods","FAMILY FLOUR","Self-Rising Family Flour","130602"
"Human Foods","FAMILY FLOUR","Bread Family Flour","130603"
"Human Foods","FAMILY FLOUR","Instantized Flour","130604"
"Human Foods","FAMILY FLOUR","All Other Family Flour","130699"
"Human Foods","Human Foods","*** FRUIT-CANNED ***","140000"
"Human Foods","*** FRUIT-CANNED ***","CANNED PEACHES","140100"
"Human Foods","CANNED PEACHES","Yellow Cling (whole & halves) - Canned Peaches","140101"
"Human Foods","CANNED PEACHES","Yellow Cling (sliced) - Canned Peaches","140102"
"Human Foods","CANNED PEACHES","Yellow Cling (diced) - Canned Peaches","140104"
"Human Foods","CANNED PEACHES","Freestone (whole & halves) - Canned Peaches","140105"
"Human Foods","CANNED PEACHES","Freestone (sliced) - Canned Peaches","140106"
"Human Foods","CANNED PEACHES","Freestone (chunky) - Canned Peaches","140107"
"Human Foods","CANNED PEACHES","Spiced (whole & halves) - Canned Peaches","140108"
"Human Foods","CANNED PEACHES","All Other Canned Peaches","140199"
"Human Foods","*** FRUIT-CANNED ***","CANNED FRUIT COCKTAIL","140300"
"Human Foods","CANNED FRUIT COCKTAIL","Regular - Canned Fruit Cocktail","140301"
"Human Foods","CANNED FRUIT COCKTAIL","Chunky - Canned Fruit Cocktail","140302"
"Human Foods","CANNED FRUIT COCKTAIL","All Other Canned Fruit Cocktail","140399"
"Human Foods","*** FRUIT-CANNED ***","CANNED APPLE SAUCE","140400"
"Human Foods","CANNED APPLE SAUCE","Regular - Canned Apple Sauce","140401"
"Human Foods","CANNED APPLE SAUCE","Natural - Canned Apple Sauce","140402"
"Human Foods","CANNED APPLE SAUCE","Chunky - Canned Apple Sauce","140403"
"Human Foods","CANNED APPLE SAUCE","Lite - Canned Apple Sauce","140405"
"Human Foods","*** FRUIT-CANNED ***","CANNED APRICOTS","140500"
"Human Foods","CANNED APRICOTS","Canned Apricots Whole","140501"
"Human Foods","CANNED APRICOTS","Canned Apricots Half","140502"
"Human Foods","*** FRUIT-CANNED ***","CANNED PEARS","140600"
"Human Foods","CANNED PEARS","Halves - Canned Pears","140601"
"Human Foods","CANNED PEARS","Sliced - Canned Pears","140602"
